"","id","from","to","trans","Tstart","Tstop","time","status","A","M","C","A.1","A.2","A.3","M.1","M.2","M.3","C.1","C.2","C.3"
"125",51,1,2,1,0,0,0,0,1,0.176,0,1,0,0,0.176,0,0,0,0,0
"126",51,1,3,2,0,0,0,1,1,0.176,0,0,1,0,0,0.176,0,0,0,0
"127",52,1,2,1,0,0.179,0.179,0,0,0.363,0,0,0,0,0.363,0,0,0,0,0
"128",52,1,3,2,0,0.179,0.179,1,0,0.363,0,0,0,0,0,0.363,0,0,0,0
"129",53,1,2,1,0,0.535,0.535,1,0,0.535,0,0,0,0,0.535,0,0,0,0,0
"130",53,1,3,2,0,0.535,0.535,0,0,0.535,0,0,0,0,0,0.535,0,0,0,0
"131",53,2,3,3,0.535,2.962,2.427,0,0,0.535,0,0,0,0,0,0,0.535,0,0,0
"132",54,1,2,1,0,0,0,0,1,0.005,0,1,0,0,0.005,0,0,0,0,0
"133",54,1,3,2,0,0,0,1,1,0.005,0,0,1,0,0,0.005,0,0,0,0
"134",55,1,2,1,0,0,0,0,1,0.542,0,1,0,0,0.542,0,0,0,0,0
"135",55,1,3,2,0,0,0,1,1,0.542,0,0,1,0,0,0.542,0,0,0,0
"136",56,1,2,1,0,0.02,0.02,0,0,2.614,1,0,0,0,2.614,0,0,1,0,0
"137",56,1,3,2,0,0.02,0.02,1,0,2.614,1,0,0,0,0,2.614,0,0,1,0
"138",57,1,2,1,0,0,0,0,1,0.51,0,1,0,0,0.51,0,0,0,0,0
"139",57,1,3,2,0,0,0,1,1,0.51,0,0,1,0,0,0.51,0,0,0,0
"140",58,1,2,1,0,0.339,0.339,1,0,0.339,1,0,0,0,0.339,0,0,1,0,0
"141",58,1,3,2,0,0.339,0.339,0,0,0.339,1,0,0,0,0,0.339,0,0,1,0
"142",58,2,3,3,0.339,0.932,0.593,1,0,0.339,1,0,0,0,0,0,0.339,0,0,1
"143",59,1,2,1,0,0.019,0.019,0,0,1.85,0,0,0,0,1.85,0,0,0,0,0
"144",59,1,3,2,0,0.019,0.019,1,0,1.85,0,0,0,0,0,1.85,0,0,0,0
"145",60,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"146",60,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"147",60,2,3,3,0,0.095,0.095,1,1,0,1,0,0,1,0,0,0,0,0,1
"148",61,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"149",61,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"150",61,2,3,3,0,0.876,0.876,1,1,0,1,0,0,1,0,0,0,0,0,1
"151",62,1,2,1,0,0.141,0.141,1,0,0.141,1,0,0,0,0.141,0,0,1,0,0
"152",62,1,3,2,0,0.141,0.141,0,0,0.141,1,0,0,0,0,0.141,0,0,1,0
"153",62,2,3,3,0.141,1.46,1.319,0,0,0.141,1,0,0,0,0,0,0.141,0,0,1
"154",63,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"155",63,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"156",63,2,3,3,0,1.676,1.676,1,1,0,1,0,0,1,0,0,0,0,0,1
"157",64,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"158",64,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"159",64,2,3,3,0,1.106,1.106,0,1,0,1,0,0,1,0,0,0,0,0,1
"160",65,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"161",65,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"162",65,2,3,3,0,0.083,0.083,1,1,0,1,0,0,1,0,0,0,0,0,1
"163",66,1,2,1,0,0.175,0.175,1,0,0.175,0,0,0,0,0.175,0,0,0,0,0
"164",66,1,3,2,0,0.175,0.175,0,0,0.175,0,0,0,0,0,0.175,0,0,0,0
"165",66,2,3,3,0.175,1.077,0.902,1,0,0.175,0,0,0,0,0,0,0.175,0,0,0
"166",67,1,2,1,0,0,0,0,1,0.306,0,1,0,0,0.306,0,0,0,0,0
"167",67,1,3,2,0,0,0,1,1,0.306,0,0,1,0,0,0.306,0,0,0,0
"168",68,1,2,1,0,0,0,0,1,0.938,0,1,0,0,0.938,0,0,0,0,0
"169",68,1,3,2,0,0,0,1,1,0.938,0,0,1,0,0,0.938,0,0,0,0
"170",69,1,2,1,0,0,0,0,1,0.005,0,1,0,0,0.005,0,0,0,0,0
"171",69,1,3,2,0,0,0,1,1,0.005,0,0,1,0,0,0.005,0,0,0,0
"172",70,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"173",70,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"174",70,2,3,3,0,1.606,1.606,1,1,0,1,0,0,1,0,0,0,0,0,1
"175",71,1,2,1,0,0.168,0.168,1,0,0.168,1,0,0,0,0.168,0,0,1,0,0
"176",71,1,3,2,0,0.168,0.168,0,0,0.168,1,0,0,0,0,0.168,0,0,1,0
"177",71,2,3,3,0.168,1.663,1.495,1,0,0.168,1,0,0,0,0,0,0.168,0,0,1
"178",72,1,2,1,0,0.012,0.012,1,0,0.012,0,0,0,0,0.012,0,0,0,0,0
"179",72,1,3,2,0,0.012,0.012,0,0,0.012,0,0,0,0,0,0.012,0,0,0,0
"180",72,2,3,3,0.012,0.041,0.029,1,0,0.012,0,0,0,0,0,0,0.012,0,0,0
"181",73,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"182",73,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"183",73,2,3,3,0,0.112,0.112,1,1,0,1,0,0,1,0,0,0,0,0,1
"184",74,1,2,1,0,0,0,0,1,0.094,0,1,0,0,0.094,0,0,0,0,0
"185",74,1,3,2,0,0,0,1,1,0.094,0,0,1,0,0,0.094,0,0,0,0
"186",75,1,2,1,0,0,0,0,1,0.735,0,1,0,0,0.735,0,0,0,0,0
"187",75,1,3,2,0,0,0,1,1,0.735,0,0,1,0,0,0.735,0,0,0,0
"188",76,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"189",76,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"190",76,2,3,3,0,0.265,0.265,1,1,0,1,0,0,1,0,0,0,0,0,1
"191",77,1,2,1,0,0.09,0.09,0,0,1.545,1,0,0,0,1.545,0,0,1,0,0
"192",77,1,3,2,0,0.09,0.09,1,0,1.545,1,0,0,0,0,1.545,0,0,1,0
"193",78,1,2,1,0,0.636,0.636,1,0,0.636,1,0,0,0,0.636,0,0,1,0,0
"194",78,1,3,2,0,0.636,0.636,0,0,0.636,1,0,0,0,0,0.636,0,0,1,0
"195",78,2,3,3,0.636,1.138,0.502,1,0,0.636,1,0,0,0,0,0,0.636,0,0,1
"196",79,1,2,1,0,0,0,0,1,0.615,0,1,0,0,0.615,0,0,0,0,0
"197",79,1,3,2,0,0,0,1,1,0.615,0,0,1,0,0,0.615,0,0,0,0
"198",80,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"199",80,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"200",80,2,3,3,0,0.731,0.731,1,1,0,1,0,0,1,0,0,0,0,0,1
"201",81,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"202",81,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"203",81,2,3,3,0,1.716,1.716,0,1,0,1,0,0,1,0,0,0,0,0,1
"204",82,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"205",82,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"206",82,2,3,3,0,5.505,5.505,0,1,0,1,0,0,1,0,0,0,0,0,1
"207",83,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"208",83,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"209",83,2,3,3,0,0.272,0.272,1,1,0,1,0,0,1,0,0,0,0,0,1
"210",84,1,2,1,0,0.454,0.454,1,0,0.454,1,0,0,0,0.454,0,0,1,0,0
"211",84,1,3,2,0,0.454,0.454,0,0,0.454,1,0,0,0,0,0.454,0,0,1,0
"212",84,2,3,3,0.454,0.913,0.459,1,0,0.454,1,0,0,0,0,0,0.454,0,0,1
"213",85,1,2,1,0,0.493,0.493,1,0,0.493,0,0,0,0,0.493,0,0,0,0,0
"214",85,1,3,2,0,0.493,0.493,0,0,0.493,0,0,0,0,0,0.493,0,0,0,0
"215",85,2,3,3,0.493,0.736,0.243,1,0,0.493,0,0,0,0,0,0,0.493,0,0,0
"216",86,1,2,1,0,0.13,0.13,0,0,1.939,1,0,0,0,1.939,0,0,1,0,0
"217",86,1,3,2,0,0.13,0.13,1,0,1.939,1,0,0,0,0,1.939,0,0,1,0
"218",87,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"219",87,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"220",87,2,3,3,0,0.244,0.244,1,1,0,1,0,0,1,0,0,0,0,0,1
"221",88,1,2,1,0,0,0,0,1,0.271,0,1,0,0,0.271,0,0,0,0,0
"222",88,1,3,2,0,0,0,1,1,0.271,0,0,1,0,0,0.271,0,0,0,0
"223",89,1,2,1,0,0.518,0.518,1,0,0.518,1,0,0,0,0.518,0,0,1,0,0
"224",89,1,3,2,0,0.518,0.518,0,0,0.518,1,0,0,0,0,0.518,0,0,1,0
"225",89,2,3,3,0.518,1.479,0.961,1,0,0.518,1,0,0,0,0,0,0.518,0,0,1
"226",90,1,2,1,0,1.373,1.373,1,0,1.373,1,0,0,0,1.373,0,0,1,0,0
"227",90,1,3,2,0,1.373,1.373,0,0,1.373,1,0,0,0,0,1.373,0,0,1,0
"228",90,2,3,3,1.373,2.3,0.927,1,0,1.373,1,0,0,0,0,0,1.373,0,0,1
"229",91,1,2,1,0,0,0,0,1,2.666,0,1,0,0,2.666,0,0,0,0,0
"230",91,1,3,2,0,0,0,1,1,2.666,0,0,1,0,0,2.666,0,0,0,0
"231",92,1,2,1,0,1.246,1.246,0,0,4.134,0,0,0,0,4.134,0,0,0,0,0
"232",92,1,3,2,0,1.246,1.246,1,0,4.134,0,0,0,0,0,4.134,0,0,0,0
"233",93,1,2,1,0,0.135,0.135,1,0,0.135,0,0,0,0,0.135,0,0,0,0,0
"234",93,1,3,2,0,0.135,0.135,0,0,0.135,0,0,0,0,0,0.135,0,0,0,0
"235",93,2,3,3,0.135,0.254,0.119,1,0,0.135,0,0,0,0,0,0,0.135,0,0,0
"236",94,1,2,1,0,0,0,0,1,0.693,0,1,0,0,0.693,0,0,0,0,0
"237",94,1,3,2,0,0,0,1,1,0.693,0,0,1,0,0,0.693,0,0,0,0
"238",95,1,2,1,0,0.713,0.713,0,0,2.824,1,0,0,0,2.824,0,0,1,0,0
"239",95,1,3,2,0,0.713,0.713,1,0,2.824,1,0,0,0,0,2.824,0,0,1,0
"240",96,1,2,1,0,0.059,0.059,0,0,0.276,1,0,0,0,0.276,0,0,1,0,0
"241",96,1,3,2,0,0.059,0.059,1,0,0.276,1,0,0,0,0,0.276,0,0,1,0
"242",97,1,2,1,0,0.342,0.342,1,0,0.342,1,0,0,0,0.342,0,0,1,0,0
"243",97,1,3,2,0,0.342,0.342,0,0,0.342,1,0,0,0,0,0.342,0,0,1,0
"244",97,2,3,3,0.342,0.483,0.141,1,0,0.342,1,0,0,0,0,0,0.342,0,0,1
"245",98,1,2,1,0,0.176,0.176,1,0,0.176,0,0,0,0,0.176,0,0,0,0,0
"246",98,1,3,2,0,0.176,0.176,0,0,0.176,0,0,0,0,0,0.176,0,0,0,0
"247",98,2,3,3,0.176,1.733,1.557,1,0,0.176,0,0,0,0,0,0,0.176,0,0,0
"248",99,1,2,1,0,0.674,0.674,1,0,0.674,0,0,0,0,0.674,0,0,0,0,0
"249",99,1,3,2,0,0.674,0.674,0,0,0.674,0,0,0,0,0,0.674,0,0,0,0
"250",99,2,3,3,0.674,1.448,0.774,0,0,0.674,0,0,0,0,0,0,0.674,0,0,0
"251",100,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"252",100,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"253",100,2,3,3,0,0.699,0.699,1,1,0,1,0,0,1,0,0,0,0,0,1
"254",101,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"255",101,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"256",101,2,3,3,0,0.33,0.33,1,1,0,1,0,0,1,0,0,0,0,0,1
"257",102,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"258",102,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"259",102,2,3,3,0,1.4,1.4,0,1,0,1,0,0,1,0,0,0,0,0,1
"260",103,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"261",103,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"262",103,2,3,3,0,0.043,0.043,1,1,0,1,0,0,1,0,0,0,0,0,1
"263",104,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"264",104,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"265",104,2,3,3,0,0.572,0.572,1,1,0,1,0,0,1,0,0,0,0,0,1
"266",105,1,2,1,0,0.086,0.086,0,0,1.953,1,0,0,0,1.953,0,0,1,0,0
"267",105,1,3,2,0,0.086,0.086,1,0,1.953,1,0,0,0,0,1.953,0,0,1,0
"268",106,1,2,1,0,0.347,0.347,1,0,0.347,0,0,0,0,0.347,0,0,0,0,0
"269",106,1,3,2,0,0.347,0.347,0,0,0.347,0,0,0,0,0,0.347,0,0,0,0
"270",106,2,3,3,0.347,0.499,0.152,1,0,0.347,0,0,0,0,0,0,0.347,0,0,0
"271",107,1,2,1,0,0.087,0.087,1,0,0.087,0,0,0,0,0.087,0,0,0,0,0
"272",107,1,3,2,0,0.087,0.087,0,0,0.087,0,0,0,0,0,0.087,0,0,0,0
"273",107,2,3,3,0.087,0.167,0.08,1,0,0.087,0,0,0,0,0,0,0.087,0,0,0
"274",108,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"275",108,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"276",108,2,3,3,0,0.562,0.562,1,1,0,1,0,0,1,0,0,0,0,0,1
"277",109,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"278",109,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"279",109,2,3,3,0,0.506,0.506,1,1,0,1,0,0,1,0,0,0,0,0,1
"280",110,1,2,1,0,0.088,0.088,0,0,0.217,1,0,0,0,0.217,0,0,1,0,0
"281",110,1,3,2,0,0.088,0.088,1,0,0.217,1,0,0,0,0,0.217,0,0,1,0
"282",111,1,2,1,0,0.523,0.523,1,0,0.523,1,0,0,0,0.523,0,0,1,0,0
"283",111,1,3,2,0,0.523,0.523,0,0,0.523,1,0,0,0,0,0.523,0,0,1,0
"284",111,2,3,3,0.523,0.961,0.438,1,0,0.523,1,0,0,0,0,0,0.523,0,0,1
"285",112,1,2,1,0,0.055,0.055,1,0,0.055,0,0,0,0,0.055,0,0,0,0,0
"286",112,1,3,2,0,0.055,0.055,0,0,0.055,0,0,0,0,0,0.055,0,0,0,0
"287",112,2,3,3,0.055,1.522,1.467,1,0,0.055,0,0,0,0,0,0,0.055,0,0,0
