"","id","from","to","trans","Tstart","Tstop","time","status","A","M","C","A.1","A.2","A.3","M.1","M.2","M.3","C.1","C.2","C.3"
"48",19,1,2,1,0,0.149,0.149,0,0,3.466,0,0,0,0,3.466,0,0,0,0,0
"49",19,1,3,2,0,0.149,0.149,1,0,3.466,0,0,0,0,0,3.466,0,0,0,0
"50",20,1,2,1,0,0.585,0.585,1,0,0.585,0,0,0,0,0.585,0,0,0,0,0
"51",20,1,3,2,0,0.585,0.585,0,0,0.585,0,0,0,0,0,0.585,0,0,0,0
"52",20,2,3,3,0.585,0.854,0.269,1,0,0.585,0,0,0,0,0,0,0.585,0,0,0
"53",21,1,2,1,0,0.129,0.129,0,0,1.004,0,0,0,0,1.004,0,0,0,0,0
"54",21,1,3,2,0,0.129,0.129,1,0,1.004,0,0,0,0,0,1.004,0,0,0,0
"55",22,1,2,1,0,1.039,1.039,0,1,3.773,1,1,0,0,3.773,0,0,1,0,0
"56",22,1,3,2,0,1.039,1.039,1,1,3.773,1,0,1,0,0,3.773,0,0,1,0
"57",23,1,2,1,0,0.108,0.108,1,0,0.108,0,0,0,0,0.108,0,0,0,0,0
"58",23,1,3,2,0,0.108,0.108,0,0,0.108,0,0,0,0,0,0.108,0,0,0,0
"59",23,2,3,3,0.108,0.211,0.103,1,0,0.108,0,0,0,0,0,0,0.108,0,0,0
"60",24,1,2,1,0,0.297,0.297,0,0,0.344,0,0,0,0,0.344,0,0,0,0,0
"61",24,1,3,2,0,0.297,0.297,1,0,0.344,0,0,0,0,0,0.344,0,0,0,0
"62",25,1,2,1,0,0.133,0.133,0,0,0.601,0,0,0,0,0.601,0,0,0,0,0
"63",25,1,3,2,0,0.133,0.133,1,0,0.601,0,0,0,0,0,0.601,0,0,0,0
"64",26,1,2,1,0,0.094,0.094,1,1,0.094,0,1,0,0,0.094,0,0,0,0,0
"65",26,1,3,2,0,0.094,0.094,0,1,0.094,0,0,1,0,0,0.094,0,0,0,0
"66",26,2,3,3,0.094,1.012,0.918,1,1,0.094,0,0,0,1,0,0,0.094,0,0,0
"67",27,1,2,1,0,0.938,0.938,0,1,1.168,0,1,0,0,1.168,0,0,0,0,0
"68",27,1,3,2,0,0.938,0.938,1,1,1.168,0,0,1,0,0,1.168,0,0,0,0
"69",28,1,2,1,0,0.11,0.11,1,1,0.11,1,1,0,0,0.11,0,0,1,0,0
"70",28,1,3,2,0,0.11,0.11,0,1,0.11,1,0,1,0,0,0.11,0,0,1,0
"71",28,2,3,3,0.11,0.675,0.565,1,1,0.11,1,0,0,1,0,0,0.11,0,0,1
"72",29,1,2,1,0,0.416,0.416,1,0,0.416,0,0,0,0,0.416,0,0,0,0,0
"73",29,1,3,2,0,0.416,0.416,0,0,0.416,0,0,0,0,0,0.416,0,0,0,0
"74",29,2,3,3,0.416,0.469,0.053,1,0,0.416,0,0,0,0,0,0,0.416,0,0,0
"75",30,1,2,1,0,0.431,0.431,0,1,0.867,0,1,0,0,0.867,0,0,0,0,0
"76",30,1,3,2,0,0.431,0.431,1,1,0.867,0,0,1,0,0,0.867,0,0,0,0
"77",31,1,2,1,0,0.019,0.019,1,1,0.019,0,1,0,0,0.019,0,0,0,0,0
"78",31,1,3,2,0,0.019,0.019,0,1,0.019,0,0,1,0,0,0.019,0,0,0,0
"79",31,2,3,3,0.019,7.618,7.599,1,1,0.019,0,0,0,1,0,0,0.019,0,0,0
"80",32,1,2,1,0,0.33,0.33,1,1,0.33,1,1,0,0,0.33,0,0,1,0,0
"81",32,1,3,2,0,0.33,0.33,0,1,0.33,1,0,1,0,0,0.33,0,0,1,0
"82",32,2,3,3,0.33,1.369,1.039,1,1,0.33,1,0,0,1,0,0,0.33,0,0,1
"83",33,1,2,1,0,0.42,0.42,0,0,1.595,1,0,0,0,1.595,0,0,1,0,0
"84",33,1,3,2,0,0.42,0.42,1,0,1.595,1,0,0,0,0,1.595,0,0,1,0
"85",34,1,2,1,0,0.11,0.11,1,1,0.11,0,1,0,0,0.11,0,0,0,0,0
"86",34,1,3,2,0,0.11,0.11,0,1,0.11,0,0,1,0,0,0.11,0,0,0,0
"87",34,2,3,3,0.11,1.48,1.37,1,1,0.11,0,0,0,1,0,0,0.11,0,0,0
"88",35,1,2,1,0,0.013,0.013,0,1,0.442,0,1,0,0,0.442,0,0,0,0,0
"89",35,1,3,2,0,0.013,0.013,1,1,0.442,0,0,1,0,0,0.442,0,0,0,0
"90",36,1,2,1,0,0.183,0.183,1,1,0.183,1,1,0,0,0.183,0,0,1,0,0
"91",36,1,3,2,0,0.183,0.183,0,1,0.183,1,0,1,0,0,0.183,0,0,1,0
"92",36,2,3,3,0.183,0.479,0.296,1,1,0.183,1,0,0,1,0,0,0.183,0,0,1
"93",37,1,2,1,0,0.812,0.812,1,1,0.812,0,1,0,0,0.812,0,0,0,0,0
"94",37,1,3,2,0,0.812,0.812,0,1,0.812,0,0,1,0,0,0.812,0,0,0,0
"95",37,2,3,3,0.812,1.735,0.923,1,1,0.812,0,0,0,1,0,0,0.812,0,0,0
"96",38,1,2,1,0,0.087,0.087,1,1,0.087,0,1,0,0,0.087,0,0,0,0,0
"97",38,1,3,2,0,0.087,0.087,0,1,0.087,0,0,1,0,0,0.087,0,0,0,0
"98",38,2,3,3,0.087,0.25,0.163,1,1,0.087,0,0,0,1,0,0,0.087,0,0,0
"99",39,1,2,1,0,0.446,0.446,1,0,0.446,0,0,0,0,0.446,0,0,0,0,0
"100",39,1,3,2,0,0.446,0.446,0,0,0.446,0,0,0,0,0,0.446,0,0,0,0
"101",39,2,3,3,0.446,1.231,0.785,1,0,0.446,0,0,0,0,0,0,0.446,0,0,0
"102",40,1,2,1,0,0.022,0.022,0,0,0.917,1,0,0,0,0.917,0,0,1,0,0
"103",40,1,3,2,0,0.022,0.022,1,0,0.917,1,0,0,0,0,0.917,0,0,1,0
"104",41,1,2,1,0,0.019,0.019,0,0,0.161,1,0,0,0,0.161,0,0,1,0,0
"105",41,1,3,2,0,0.019,0.019,1,0,0.161,1,0,0,0,0,0.161,0,0,1,0
"106",42,1,2,1,0,0.082,0.082,0,1,0.962,1,1,0,0,0.962,0,0,1,0,0
"107",42,1,3,2,0,0.082,0.082,1,1,0.962,1,0,1,0,0,0.962,0,0,1,0
"108",43,1,2,1,0,1.283,1.283,1,0,1.283,0,0,0,0,1.283,0,0,0,0,0
"109",43,1,3,2,0,1.283,1.283,0,0,1.283,0,0,0,0,0,1.283,0,0,0,0
"110",43,2,3,3,1.283,4.947,3.664,1,0,1.283,0,0,0,0,0,0,1.283,0,0,0
"111",44,1,2,1,0,0.02,0.02,0,0,0.119,0,0,0,0,0.119,0,0,0,0,0
"112",44,1,3,2,0,0.02,0.02,1,0,0.119,0,0,0,0,0,0.119,0,0,0,0
"113",45,1,2,1,0,0.603,0.603,1,1,0.603,0,1,0,0,0.603,0,0,0,0,0
"114",45,1,3,2,0,0.603,0.603,0,1,0.603,0,0,1,0,0,0.603,0,0,0,0
"115",45,2,3,3,0.603,1.536,0.933,1,1,0.603,0,0,0,1,0,0,0.603,0,0,0
"116",46,1,2,1,0,0.148,0.148,1,0,0.148,0,0,0,0,0.148,0,0,0,0,0
"117",46,1,3,2,0,0.148,0.148,0,0,0.148,0,0,0,0,0,0.148,0,0,0,0
"118",46,2,3,3,0.148,2.897,2.749,1,0,0.148,0,0,0,0,0,0,0.148,0,0,0
"119",47,1,2,1,0,0.082,0.082,1,0,0.082,0,0,0,0,0.082,0,0,0,0,0
"120",47,1,3,2,0,0.082,0.082,0,0,0.082,0,0,0,0,0,0.082,0,0,0,0
"121",47,2,3,3,0.082,0.989,0.907,1,0,0.082,0,0,0,0,0,0,0.082,0,0,0
"122",48,1,2,1,0,1.197,1.197,0,0,1.885,1,0,0,0,1.885,0,0,1,0,0
"123",48,1,3,2,0,1.197,1.197,1,0,1.885,1,0,0,0,0,1.885,0,0,1,0
"124",49,1,2,1,0,0.096,0.096,1,1,0.096,0,1,0,0,0.096,0,0,0,0,0
"125",49,1,3,2,0,0.096,0.096,0,1,0.096,0,0,1,0,0,0.096,0,0,0,0
"126",49,2,3,3,0.096,0.596,0.5,1,1,0.096,0,0,0,1,0,0,0.096,0,0,0
"127",50,1,2,1,0,0.192,0.192,0,0,1.777,0,0,0,0,1.777,0,0,0,0,0
"128",50,1,3,2,0,0.192,0.192,1,0,1.777,0,0,0,0,0,1.777,0,0,0,0
"129",51,1,2,1,0,0.256,0.256,1,1,0.256,0,1,0,0,0.256,0,0,0,0,0
"130",51,1,3,2,0,0.256,0.256,0,1,0.256,0,0,1,0,0,0.256,0,0,0,0
"131",51,2,3,3,0.256,1.751,1.495,1,1,0.256,0,0,0,1,0,0,0.256,0,0,0
"132",52,1,2,1,0,0.18,0.18,0,0,0.385,1,0,0,0,0.385,0,0,1,0,0
"133",52,1,3,2,0,0.18,0.18,1,0,0.385,1,0,0,0,0,0.385,0,0,1,0
"134",53,1,2,1,0,0.535,0.535,1,0,0.535,0,0,0,0,0.535,0,0,0,0,0
"135",53,1,3,2,0,0.535,0.535,0,0,0.535,0,0,0,0,0,0.535,0,0,0,0
"136",53,2,3,3,0.535,1.051,0.516,1,0,0.535,0,0,0,0,0,0,0.535,0,0,0
"137",54,1,2,1,0,0.008,0.008,1,1,0.008,0,1,0,0,0.008,0,0,0,0,0
"138",54,1,3,2,0,0.008,0.008,0,1,0.008,0,0,1,0,0,0.008,0,0,0,0
"139",54,2,3,3,0.008,0.753,0.745,1,1,0.008,0,0,0,1,0,0,0.008,0,0,0
"140",55,1,2,1,0,0.578,0.578,0,1,0.808,1,1,0,0,0.808,0,0,1,0,0
"141",55,1,3,2,0,0.578,0.578,1,1,0.808,1,0,1,0,0,0.808,0,0,1,0
"142",56,1,2,1,0,0.023,0.023,0,0,2.987,0,0,0,0,2.987,0,0,0,0,0
"143",56,1,3,2,0,0.023,0.023,1,0,2.987,0,0,0,0,0,2.987,0,0,0,0
"144",57,1,2,1,0,0.761,0.761,1,1,0.761,1,1,0,0,0.761,0,0,1,0,0
"145",57,1,3,2,0,0.761,0.761,0,1,0.761,1,0,1,0,0,0.761,0,0,1,0
"146",57,2,3,3,0.761,1.179,0.418,1,1,0.761,1,0,0,1,0,0,0.761,0,0,1
"147",58,1,2,1,0,0.387,0.387,1,0,0.387,0,0,0,0,0.387,0,0,0,0,0
"148",58,1,3,2,0,0.387,0.387,0,0,0.387,0,0,0,0,0,0.387,0,0,0,0
"149",58,2,3,3,0.387,1.003,0.616,1,0,0.387,0,0,0,0,0,0,0.387,0,0,0
"150",59,1,2,1,0,0.019,0.019,0,0,1.959,1,0,0,0,1.959,0,0,1,0,0
"151",59,1,3,2,0,0.019,0.019,1,0,1.959,1,0,0,0,0,1.959,0,0,1,0
"152",60,1,2,1,0,1.523,1.523,1,1,1.523,0,1,0,0,1.523,0,0,0,0,0
"153",60,1,3,2,0,1.523,1.523,0,1,1.523,0,0,1,0,0,1.523,0,0,0,0
"154",60,2,3,3,1.523,1.993,0.47,1,1,1.523,0,0,0,1,0,0,1.523,0,0,0
"155",61,1,2,1,0,0.415,0.415,1,1,0.415,0,1,0,0,0.415,0,0,0,0,0
"156",61,1,3,2,0,0.415,0.415,0,1,0.415,0,0,1,0,0,0.415,0,0,0,0
"157",61,2,3,3,0.415,1.289,0.874,1,1,0.415,0,0,0,1,0,0,0.415,0,0,0
"158",62,1,2,1,0,0.161,0.161,1,0,0.161,0,0,0,0,0.161,0,0,0,0,0
"159",62,1,3,2,0,0.161,0.161,0,0,0.161,0,0,0,0,0,0.161,0,0,0,0
"160",62,2,3,3,0.161,0.454,0.293,1,0,0.161,0,0,0,0,0,0,0.161,0,0,0
"161",63,1,2,1,0,0.523,0.523,0,1,1.145,0,1,0,0,1.145,0,0,0,0,0
"162",63,1,3,2,0,0.523,0.523,1,1,1.145,0,0,1,0,0,1.145,0,0,0,0
"163",64,1,2,1,0,0.277,0.277,1,1,0.277,0,1,0,0,0.277,0,0,0,0,0
"164",64,1,3,2,0,0.277,0.277,0,1,0.277,0,0,1,0,0,0.277,0,0,0,0
"165",64,2,3,3,0.277,1.169,0.892,1,1,0.277,0,0,0,1,0,0,0.277,0,0,0
"166",65,1,2,1,0,0.871,0.871,1,1,0.871,0,1,0,0,0.871,0,0,0,0,0
"167",65,1,3,2,0,0.871,0.871,0,1,0.871,0,0,1,0,0,0.871,0,0,0,0
"168",65,2,3,3,0.871,3.758,2.887,1,1,0.871,0,0,0,1,0,0,0.871,0,0,0
"169",66,1,2,1,0,0.185,0.185,1,0,0.185,1,0,0,0,0.185,0,0,1,0,0
"170",66,1,3,2,0,0.185,0.185,0,0,0.185,1,0,0,0,0,0.185,0,0,1,0
"171",66,2,3,3,0.185,0.964,0.779,1,0,0.185,1,0,0,0,0,0,0.185,0,0,1
"172",67,1,2,1,0,0.12,0.12,0,1,0.445,0,1,0,0,0.445,0,0,0,0,0
"173",67,1,3,2,0,0.12,0.12,1,1,0.445,0,0,1,0,0,0.445,0,0,0,0
"174",68,1,2,1,0,0.539,0.539,0,1,1.364,0,1,0,0,1.364,0,0,0,0,0
"175",68,1,3,2,0,0.539,0.539,1,1,1.364,0,0,1,0,0,1.364,0,0,0,0
"176",69,1,2,1,0,0.007,0.007,1,1,0.007,0,1,0,0,0.007,0,0,0,0,0
"177",69,1,3,2,0,0.007,0.007,0,1,0.007,0,0,1,0,0,0.007,0,0,0,0
"178",69,2,3,3,0.007,0.791,0.784,1,1,0.007,0,0,0,1,0,0,0.007,0,0,0
"179",70,1,2,1,0,1.151,1.151,1,1,1.151,0,1,0,0,1.151,0,0,0,0,0
"180",70,1,3,2,0,1.151,1.151,0,1,1.151,0,0,1,0,0,1.151,0,0,0,0
"181",70,2,3,3,1.151,1.698,0.547,1,1,1.151,0,0,0,1,0,0,1.151,0,0,0
"182",71,1,2,1,0,0.192,0.192,1,0,0.192,0,0,0,0,0.192,0,0,0,0,0
"183",71,1,3,2,0,0.192,0.192,0,0,0.192,0,0,0,0,0,0.192,0,0,0,0
"184",71,2,3,3,0.192,0.196,0.004,1,0,0.192,0,0,0,0,0,0,0.192,0,0,0
"185",72,1,2,1,0,0.013,0.013,1,0,0.013,1,0,0,0,0.013,0,0,1,0,0
"186",72,1,3,2,0,0.013,0.013,0,0,0.013,1,0,0,0,0,0.013,0,0,1,0
"187",72,2,3,3,0.013,0.661,0.648,1,0,0.013,1,0,0,0,0,0,0.013,0,0,1
"188",73,1,2,1,0,0.29,0.29,1,1,0.29,0,1,0,0,0.29,0,0,0,0,0
"189",73,1,3,2,0,0.29,0.29,0,1,0.29,0,0,1,0,0,0.29,0,0,0,0
"190",73,2,3,3,0.29,0.643,0.353,1,1,0.29,0,0,0,1,0,0,0.29,0,0,0
"191",74,1,2,1,0,0.141,0.141,1,1,0.141,1,1,0,0,0.141,0,0,1,0,0
"192",74,1,3,2,0,0.141,0.141,0,1,0.141,1,0,1,0,0,0.141,0,0,1,0
"193",74,2,3,3,0.141,0.153,0.012,1,1,0.141,1,0,0,1,0,0,0.141,0,0,1
"194",75,1,2,1,0,1.097,1.097,1,1,1.097,1,1,0,0,1.097,0,0,1,0,0
"195",75,1,3,2,0,1.097,1.097,0,1,1.097,1,0,1,0,0,1.097,0,0,1,0
"196",75,2,3,3,1.097,2.495,1.398,1,1,1.097,1,0,0,1,0,0,1.097,0,0,1
"197",76,1,2,1,0,0.361,0.361,0,1,1.136,0,1,0,0,1.136,0,0,0,0,0
"198",76,1,3,2,0,0.361,0.361,1,1,1.136,0,0,1,0,0,1.136,0,0,0,0
"199",77,1,2,1,0,0.1,0.1,0,0,1.765,0,0,0,0,1.765,0,0,0,0,0
"200",77,1,3,2,0,0.1,0.1,1,0,1.765,0,0,0,0,0,1.765,0,0,0,0
"201",78,1,2,1,0,0.727,0.727,1,0,0.727,0,0,0,0,0.727,0,0,0,0,0
"202",78,1,3,2,0,0.727,0.727,0,0,0.727,0,0,0,0,0,0.727,0,0,0,0
"203",78,2,3,3,0.727,1.749,1.022,1,0,0.727,0,0,0,0,0,0,0.727,0,0,0
"204",79,1,2,1,0,0.109,0.109,0,1,0.917,1,1,0,0,0.917,0,0,1,0,0
"205",79,1,3,2,0,0.109,0.109,1,1,0.917,1,0,1,0,0,0.917,0,0,1,0
"206",80,1,2,1,0,0.013,0.013,1,1,0.013,0,1,0,0,0.013,0,0,0,0,0
"207",80,1,3,2,0,0.013,0.013,0,1,0.013,0,0,1,0,0,0.013,0,0,0,0
"208",80,2,3,3,0.013,1.546,1.533,1,1,0.013,0,0,0,1,0,0,0.013,0,0,0
"209",81,1,2,1,0,0.792,0.792,1,1,0.792,0,1,0,0,0.792,0,0,0,0,0
"210",81,1,3,2,0,0.792,0.792,0,1,0.792,0,0,1,0,0,0.792,0,0,0,0
"211",81,2,3,3,0.792,0.956,0.164,1,1,0.792,0,0,0,1,0,0,0.792,0,0,0
"212",82,1,2,1,0,0.529,0.529,1,1,0.529,0,1,0,0,0.529,0,0,0,0,0
"213",82,1,3,2,0,0.529,0.529,0,1,0.529,0,0,1,0,0,0.529,0,0,0,0
"214",82,2,3,3,0.529,0.541,0.012,1,1,0.529,0,0,0,1,0,0,0.529,0,0,0
"215",83,1,2,1,0,0.631,0.631,0,1,1.283,0,1,0,0,1.283,0,0,0,0,0
"216",83,1,3,2,0,0.631,0.631,1,1,1.283,0,0,1,0,0,1.283,0,0,0,0
"217",84,1,2,1,0,0.518,0.518,1,0,0.518,0,0,0,0,0.518,0,0,0,0,0
"218",84,1,3,2,0,0.518,0.518,0,0,0.518,0,0,0,0,0,0.518,0,0,0,0
"219",84,2,3,3,0.518,1.011,0.493,1,0,0.518,0,0,0,0,0,0,0.518,0,0,0
"220",85,1,2,1,0,0.493,0.493,1,0,0.493,0,0,0,0,0.493,0,0,0,0,0
"221",85,1,3,2,0,0.493,0.493,0,0,0.493,0,0,0,0,0,0.493,0,0,0,0
"222",85,2,3,3,0.493,1.538,1.045,1,0,0.493,0,0,0,0,0,0,0.493,0,0,0
"223",86,1,2,1,0,0.144,0.144,0,0,2.216,0,0,0,0,2.216,0,0,0,0,0
"224",86,1,3,2,0,0.144,0.144,1,0,2.216,0,0,0,0,0,2.216,0,0,0,0
"225",87,1,2,1,0,0.253,0.253,1,1,0.253,0,1,0,0,0.253,0,0,0,0,0
"226",87,1,3,2,0,0.253,0.253,0,1,0.253,0,0,1,0,0,0.253,0,0,0,0
"227",87,2,3,3,0.253,0.801,0.548,1,1,0.253,0,0,0,1,0,0,0.253,0,0,0
"228",88,1,2,1,0,0.394,0.394,1,1,0.394,0,1,0,0,0.394,0,0,0,0,0
"229",88,1,3,2,0,0.394,0.394,0,1,0.394,0,0,1,0,0,0.394,0,0,0,0
"230",88,2,3,3,0.394,0.415,0.021,1,1,0.394,0,0,0,1,0,0,0.394,0,0,0
"231",89,1,2,1,0,0.592,0.592,1,0,0.592,0,0,0,0,0.592,0,0,0,0,0
"232",89,1,3,2,0,0.592,0.592,0,0,0.592,0,0,0,0,0,0.592,0,0,0,0
"233",89,2,3,3,0.592,0.624,0.032,1,0,0.592,0,0,0,0,0,0,0.592,0,0,0
"234",90,1,2,1,0,1.568,1.568,1,0,1.568,0,0,0,0,1.568,0,0,0,0,0
"235",90,1,3,2,0,1.568,1.568,0,0,1.568,0,0,0,0,0,1.568,0,0,0,0
"236",90,2,3,3,1.568,2.495,0.927,1,0,1.568,0,0,0,0,0,0,1.568,0,0,0
"237",91,1,2,1,0,0.265,0.265,0,1,3.88,0,1,0,0,3.88,0,0,0,0,0
"238",91,1,3,2,0,0.265,0.265,1,1,3.88,0,0,1,0,0,3.88,0,0,0,0
"239",92,1,2,1,0,1.253,1.253,0,0,4.377,1,0,0,0,4.377,0,0,1,0,0
"240",92,1,3,2,0,1.253,1.253,1,0,4.377,1,0,0,0,0,4.377,0,0,1,0
"241",93,1,2,1,0,0.143,0.143,1,0,0.143,1,0,0,0,0.143,0,0,1,0,0
"242",93,1,3,2,0,0.143,0.143,0,0,0.143,1,0,0,0,0,0.143,0,0,1,0
"243",93,2,3,3,0.143,0.941,0.798,1,0,0.143,1,0,0,0,0,0,0.143,0,0,1
"244",94,1,2,1,0,0.513,0.513,0,1,1.034,1,1,0,0,1.034,0,0,1,0,0
"245",94,1,3,2,0,0.513,0.513,1,1,1.034,1,0,1,0,0,1.034,0,0,1,0
"246",95,1,2,1,0,0.793,0.793,0,0,3.226,0,0,0,0,3.226,0,0,0,0,0
"247",95,1,3,2,0,0.793,0.793,1,0,3.226,0,0,0,0,0,3.226,0,0,0,0
"248",96,1,2,1,0,0.065,0.065,0,0,0.315,0,0,0,0,0.315,0,0,0,0,0
"249",96,1,3,2,0,0.065,0.065,1,0,0.315,0,0,0,0,0,0.315,0,0,0,0
"250",97,1,2,1,0,0.391,0.391,1,0,0.391,0,0,0,0,0.391,0,0,0,0,0
"251",97,1,3,2,0,0.391,0.391,0,0,0.391,0,0,0,0,0,0.391,0,0,0,0
"252",97,2,3,3,0.391,1.057,0.666,1,0,0.391,0,0,0,0,0,0,0.391,0,0,0
"253",98,1,2,1,0,0.186,0.186,1,0,0.186,1,0,0,0,0.186,0,0,1,0,0
"254",98,1,3,2,0,0.186,0.186,0,0,0.186,1,0,0,0,0,0.186,0,0,1,0
"255",98,2,3,3,0.186,0.719,0.533,1,0,0.186,1,0,0,0,0,0,0.186,0,0,1
"256",99,1,2,1,0,0.713,0.713,1,0,0.713,1,0,0,0,0.713,0,0,1,0,0
"257",99,1,3,2,0,0.713,0.713,0,0,0.713,1,0,0,0,0,0.713,0,0,1,0
"258",99,2,3,3,0.713,3.81,3.097,1,0,0.713,1,0,0,0,0,0,0.713,0,0,1
"259",100,1,2,1,0,0.148,0.148,1,1,0.148,0,1,0,0,0.148,0,0,0,0,0
"260",100,1,3,2,0,0.148,0.148,0,1,0.148,0,0,1,0,0,0.148,0,0,0,0
"261",100,2,3,3,0.148,1.87,1.722,1,1,0.148,0,0,0,1,0,0,0.148,0,0,0
"262",101,1,2,1,0,0.368,0.368,0,1,0.588,0,1,0,0,0.588,0,0,0,0,0
"263",101,1,3,2,0,0.368,0.368,1,1,0.588,0,0,1,0,0,0.588,0,0,0,0
"264",102,1,2,1,0,0.412,0.412,1,1,0.412,0,1,0,0,0.412,0,0,0,0,0
"265",102,1,3,2,0,0.412,0.412,0,1,0.412,0,0,1,0,0,0.412,0,0,0,0
"266",102,2,3,3,0.412,1.384,0.972,1,1,0.412,0,0,0,1,0,0,0.412,0,0,0
"267",103,1,2,1,0,1.063,1.063,0,1,1.998,0,1,0,0,1.998,0,0,0,0,0
"268",103,1,3,2,0,1.063,1.063,1,1,1.998,0,0,1,0,0,1.998,0,0,0,0
"269",104,1,2,1,0,0.392,0.392,0,1,1.727,0,1,0,0,1.727,0,0,0,0,0
